,PRICE,TRD_VOLUME,MINERS_FEE,TRAN_VOL,PRICE_VOL,MINERS_REVENUE,DIFFICULTY,TRAN_BLOCK,HASH_RATE,MONEY_SUPPLY,BCH_PRICE
2011-10-28,3.255,223321.462988,2.84283905,122437.0,156.60637563135168,5002.84283905,1468195.0,38.0,8.341070779299898,7542950.0,2.98
2011-10-29,3.8271699999999997,327611.709102,2.80157683,188686.0,158.55746337107382,5252.80157683,1468195.0,45.0,8.174249363713896,7548200.0,3.15
2011-10-30,3.65026,194443.066185,3.6562156999999997,79972.0,165.5107858124507,5653.6562157,1468195.0,46.0,8.33064444082577,7553850.0,3.56
2011-10-31,3.388,115362.062703,3.08731724,84760.0,164.15463955821141,5553.08731724,1468195.0,43.0,8.361923456248146,7559400.0,3.33
2011-11-01,3.35,167162.955163,3.17315967,126458.0,164.2775236018145,6553.17315967,1203462.0,33.0,8.157349768131537,7565950.0,3.22
2011-11-02,3.44,126384.51615899999,5.06672556,138314.0,164.2457388108923,7505.06672556,1203462.0,40.0,8.094303973019715,7573450.0,3.17
2011-11-03,3.299,97206.22583230001,3.22121713,114474.0,164.7296651521153,7703.22121713,1203462.0,42.0,8.190559622745397,7581150.0,3.24
2011-11-04,3.21874,149101.048911,2.89339695,103368.0,164.72913685909398,6252.89339695,1203462.0,39.0,8.216218998708149,7587400.0,3.18
2011-11-05,3.21,184400.332037,3.09651899,111722.0,164.7339084133421,7353.09651899,1203462.0,43.0,8.377766289614318,7594750.0,3.12
2011-11-06,3.05,68710.572652,3.7509394,80316.0,164.89460138405713,7303.750939399999,1203462.0,44.0,8.447356526940487,7602050.0,2.99
2011-11-07,3.0289,53845.959336800006,2.20723719,65214.0,162.31229620809918,7202.20723719,1203462.0,39.0,8.5207067496409,7609250.0,2.96
2011-11-08,3.21,255153.176354,3.52656792,117148.0,161.57208307634912,6603.52656792,1203462.0,34.0,8.529253095427903,7615850.0,3.01
2011-11-09,3.114,195261.768901,4.09145684,259879.0,161.23622006007582,7454.09145684,1203462.0,41.0,8.520706749640901,7623300.0,3.07
2011-11-10,3.0,88246.85010780001,3.36284143,124976.0,161.3820045678427,8053.36284143,1203462.0,37.0,8.580531170149913,7631350.0,2.98
2011-11-11,3.0,121758.577104,3.28109673,140066.0,161.41210570890547,7053.28109673,1203462.0,44.0,8.717272702741942,7638400.0,2.86
2011-11-12,3.11,149387.097607,2.16627619,78593.0,162.14055261291142,5952.16627619,1203462.0,38.0,8.47797502070589,7644350.0,3.03
2011-11-13,3.0989999999999998,39810.3551853,2.34344029,78550.0,162.24577606664408,7152.34344029,1203462.0,36.0,8.452335983344884,7651500.0,3.05
2011-11-14,3.03,1047522.7682299999,2.89395222,123034.0,162.24111329583673,7202.89395222,1203462.0,38.0,8.452335983344884,7658700.0,3.0
